,Unnamed: 0,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
274,274,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,2.0,6.0,16.0,1.0
275,275,Victory,Senna,Flash,Heal,Glacial Augment,Domination,10.0,5.0,8.0,1.0
276,276,Victory,Senna,Flash,Heal,Glacial Augment,Domination,1.0,1.0,11.0,1.0
277,277,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,5.0,16.0,1.0
278,278,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6.0,2.0,8.0,1.0
279,279,Victory,Jinx,Flash,Heal,Conqueror,Domination,7.0,1.0,7.0,1.0
280,280,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1.0,5.0,2.0,1.0
281,281,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,10.0,7.0,14.0,1.0
282,282,Defeat,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4.0,10.0,3.0,1.0
283,283,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,0.0,7.0,9.0,1.0
284,284,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,8.0,2.0,1.0
285,285,Victory,Senna,Flash,Heal,Glacial Augment,Domination,3.0,2.0,5.0,1.0
286,286,Victory,Varus,Flash,Heal,Lethal Tempo,Domination,7.0,9.0,10.0,1.0
287,287,Defeat,Samira,Flash,Heal,Conqueror,Domination,5.0,10.0,4.0,1.0
288,288,Defeat,Jinx,Flash,Heal,Conqueror,Domination,0.0,6.0,1.0,1.0
289,289,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19.0,2.0,6.0,1.0
290,290,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,1.0,5.0,1.0
291,291,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,0.0,6.0,1.0
292,292,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1.0,5.0,3.0,1.0
293,293,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,12.0,4.0,8.0,1.0
294,294,Victory,Samira,Flash,Heal,Conqueror,Domination,14.0,2.0,6.0,1.0
295,295,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7.0,6.0,9.0,1.0
296,296,Victory,Jinx,Flash,Heal,Conqueror,Domination,13.0,3.0,4.0,1.0
297,297,Victory,Varus,Flash,Cleanse,Lethal Tempo,Inspiration,18.0,6.0,9.0,1.0
298,298,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12.0,7.0,13.0,1.0
299,299,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,7.0,16.0,6.0,1.0
300,300,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,7.0,3.0,1.0
301,301,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9.0,2.0,8.0,1.0
302,302,Defeat,Samira,Flash,Heal,Conqueror,Domination,0.0,13.0,1.0,1.0
303,303,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,3.0,6.0,1.0
304,304,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,10.0,8.0,6.0,1.0
305,305,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,16.0,9.0,15.0,1.0
306,306,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,2.0,3.0,2.0,1.0
307,307,Victory,Varus,Flash,Heal,Lethal Tempo,Inspiration,16.0,9.0,14.0,1.0
308,308,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,4.0,5.0,1.0
309,309,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,0.0,0.0,0.0,1.0
310,310,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0.0,7.0,3.0,1.0
311,311,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,4.0,5.0,2.0,1.0
312,312,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,2.0,2.0,5.0,1.0
313,313,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,6.0,3.0,1.0
314,314,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,1.0,7.0,3.0,1.0
315,315,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5.0,7.0,7.0,1.0
316,316,Victory,Cho'Gath,Flash,Teleport,Grasp of the Undying,Inspiration,2.0,6.0,8.0,1.0
317,317,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,2.0,9.0,9.0,1.0
318,318,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2.0,0.0,3.0,1.0
319,319,Defeat,Vi,Flash,Smite,Conqueror,Domination,0.0,3.0,2.0,1.0
320,320,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,13.0,6.0,5.0,1.0
321,321,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,2.0,8.0,2.0,1.0
322,322,Defeat,Graves,Flash,Smite,Phase Rush,Precision,5.0,1.0,1.0,1.0
323,323,Defeat,Draven,Flash,Exhaust,Hail of Blades,Inspiration,0.0,3.0,0.0,1.0
324,324,Defeat,Samira,Flash,Heal,Conqueror,Domination,4.0,4.0,2.0,1.0
325,325,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,5.0,2.0,13.0,1.0
326,326,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,1.0,3.0,1.0
327,327,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,13.0,4.0,3.0,1.0
328,328,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,1.0,5.0,1.0,1.0
329,329,Victory,Senna,Flash,Heal,Glacial Augment,Domination,7.0,7.0,11.0,1.0
330,330,Defeat,Viego,Flash,Teleport,Conqueror,Domination,1.0,6.0,1.0,1.0
331,331,Victory,Samira,Flash,Heal,Conqueror,Domination,10.0,12.0,10.0,1.0
332,332,Defeat,Kai'Sa,Flash,Exhaust,Hail of Blades,Inspiration,2.0,5.0,3.0,1.0
333,333,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,7.0,6.0,7.0,1.0
334,334,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,3.0,1.0,7.0,1.0
335,335,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,1.0,2.0,1.0
336,336,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,7.0,3.0,1.0
337,337,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,6.0,1.0,7.0,1.0
338,338,Defeat,Jinx,Flash,Exhaust,Conqueror,Domination,0.0,4.0,1.0,1.0
339,339,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,0.0,8.0,0.0,1.0
340,340,Defeat,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,5.0,8.0,12.0,1.0
341,341,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,0.0,7.0,1.0
342,342,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,4.0,2.0,1.0
343,343,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4.0,1.0,7.0,1.0
344,344,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Sorcery,6.0,3.0,10.0,1.0
345,345,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4.0,6.0,0.0,1.0
346,346,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4.0,5.0,13.0,1.0
347,347,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,8.0,8.0,17.0,1.0
348,348,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,9.0,7.0,1.0
349,349,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,0.0,5.0,4.0,1.0
350,350,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4.0,1.0,8.0,1.0
351,351,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,5.0,6.0,12.0,1.0
352,352,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5.0,4.0,6.0,1.0
353,353,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,8.0,9.0,4.0,1.0
354,354,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,0.0,1.0,1.0
355,355,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5.0,3.0,3.0,1.0
356,356,Victory,Samira,Flash,Heal,Conqueror,Domination,11.0,3.0,10.0,1.0
357,357,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,8.0,4.0,7.0,1.0
358,358,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,11.0,8.0,11.0,1.0
359,359,Defeat,Ezreal,Flash,Exhaust,Conqueror,Inspiration,1.0,3.0,0.0,1.0
360,360,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,6.0,1.0,6.0,1.0
361,361,Victory,Kai'Sa,Flash,Exhaust,Hail of Blades,Inspiration,4.0,0.0,3.0,1.0
362,362,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,5.0,5.0,7.0,1.0
363,363,Defeat,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4.0,4.0,6.0,1.0
364,364,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,7.0,6.0,10.0,1.0
365,365,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2.0,2.0,0.0,1.0
366,366,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6.0,1.0,3.0,1.0
367,367,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,14.0,3.0,8.0,1.0
368,368,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13.0,5.0,15.0,1.0
369,369,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,3.0,4.0,5.0,1.0
370,370,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,5.0,1.0,1.0
371,371,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13.0,4.0,4.0,1.0
372,372,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,12.0,2.0,1.0
373,373,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19.0,8.0,12.0,1.0
374,374,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,15.0,7.0,9.0,1.0
375,375,Victory,Twitch,Flash,Heal,Hail of Blades,Precision,11.0,13.0,6.0,1.0
376,376,Victory,Twitch,Flash,Heal,Lethal Tempo,Domination,15.0,2.0,3.0,1.0
377,377,Victory,Lucian,Flash,Heal,Press the Attack,Domination,5.0,5.0,5.0,1.0
378,378,Victory,Vi,Flash,Smite,Conqueror,Domination,7.0,4.0,12.0,1.0
379,379,Victory,Fiora,Flash,Teleport,Conqueror,Domination,19.0,2.0,3.0,1.0
380,380,Defeat,Viego,Flash,Teleport,Conqueror,Domination,5.0,10.0,0.0,1.0
381,381,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,1.0,9.0,1.0
382,382,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,8.0,2.0,5.0,1.0
383,383,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,3.0,1.0,6.0,1.0
384,384,Victory,Pantheon,Flash,Mark,Dark Harvest,Resolve,16.0,9.0,31.0,1.0
385,385,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,5.0,2.0,1.0
386,386,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,6.0,8.0,1.0
387,387,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,5.0,1.0,0.0,1.0
388,388,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,3.0,2.0,2.0,1.0
389,389,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,18.0,7.0,7.0,1.0
390,390,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,4.0,5.0,5.0,1.0
391,391,Victory,Jinx,Flash,Heal,Conqueror,Domination,14.0,5.0,2.0,1.0
392,392,Victory,Senna,Flash,Cleanse,Glacial Augment,Domination,2.0,0.0,10.0,1.0
393,393,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,12.0,4.0,7.0,1.0
394,394,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,10.0,9.0,1.0
395,395,Remake,Varus,Flash,Heal,Arcane Comet,Inspiration,0.0,0.0,0.0,1.0
396,396,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,7.0,3.0,1.0
397,397,Victory,Jinx,Flash,Heal,Conqueror,Domination,10.0,1.0,6.0,1.0
398,398,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,1.0,5.0,1.0,1.0
399,399,Victory,Samira,Flash,Heal,Conqueror,Domination,8.0,2.0,9.0,1.0
400,400,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,4.0,17.0,1.0
401,401,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,3.0,7.0,9.0,1.0
402,402,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,1.0,9.0,14.0,1.0
403,403,Victory,Xin Zhao,Flash,Cleanse,Phase Rush,Inspiration,5.0,9.0,9.0,1.0
404,404,Victory,Xin Zhao,Flash,Smite,Phase Rush,Precision,10.0,7.0,15.0,1.0
405,405,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,17.0,4.0,4.0,1.0
406,406,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,6.0,0.0,2.0,1.0
407,407,Victory,Xin Zhao,Flash,Teleport,Phase Rush,Inspiration,7.0,8.0,8.0,1.0
408,408,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1.0,6.0,1.0,1.0
409,409,Victory,Jinx,Flash,Heal,Conqueror,Domination,13.0,3.0,10.0,1.0
410,410,Victory,Senna,Flash,Cleanse,Glacial Augment,Domination,2.0,1.0,7.0,1.0
411,411,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Domination,5.0,8.0,8.0,1.0
412,412,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,9.0,0.0,10.0,1.0
413,413,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,13.0,5.0,9.0,1.0
414,414,Defeat,Lee Sin,Flash,Smite,Conqueror,Sorcery,0.0,6.0,1.0,1.0
415,415,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9.0,11.0,10.0,1.0
416,416,Victory,Senna,Flash,Heal,Glacial Augment,Domination,13.0,7.0,17.0,1.0
417,417,Defeat,Jayce,Flash,Teleport,Electrocute,Inspiration,3.0,9.0,0.0,1.0
418,418,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,6.0,6.0,1.0
419,419,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,7.0,8.0,9.0,1.0
420,420,Victory,Jinx,Flash,Heal,Conqueror,Domination,7.0,3.0,12.0,1.0
421,421,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7.0,3.0,9.0,1.0
422,422,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,5.0,8.0,6.0,1.0
423,423,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,4.0,5.0,2.0,1.0
424,424,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,12.0,6.0,5.0,1.0
425,425,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,14.0,4.0,7.0,1.0
426,426,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,5.0,6.0,1.0,1.0
427,427,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,5.0,2.0,9.0,1.0
428,428,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7.0,3.0,4.0,1.0
429,429,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,8.0,5.0,1.0,1.0
430,430,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,15.0,5.0,9.0,1.0
431,431,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,6.0,3.0,13.0,1.0
432,432,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,4.0,9.0,14.0,1.0
433,433,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,7.0,5.0,15.0,1.0
434,434,Defeat,Urgot,Flash,Teleport,Press the Attack,Resolve,2.0,7.0,1.0,1.0
435,435,Defeat,Senna,Flash,Cleanse,Glacial Augment,Domination,2.0,8.0,8.0,1.0
436,436,Victory,Jinx,Flash,Heal,Conqueror,Inspiration,11.0,7.0,9.0,1.0
437,437,Victory,Urgot,Flash,Teleport,Press the Attack,Resolve,3.0,3.0,3.0,1.0
438,438,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,6.0,6.0,4.0,1.0
439,439,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,6.0,1.0,2.0,1.0
440,440,Victory,Senna,Flash,Heal,Glacial Augment,Domination,4.0,2.0,7.0,1.0
441,441,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,8.0,0.0,0.0,1.0
442,442,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,6.0,1.0,1.0
443,443,Defeat,Lillia,Flash,Smite,Dark Harvest,Inspiration,1.0,7.0,9.0,1.0
444,444,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,4.0,2.0,4.0,1.0
445,445,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10.0,5.0,5.0,1.0
446,446,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,10.0,7.0,8.0,1.0
447,447,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,0.0,7.0,0.0,1.0
448,448,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,8.0,6.0,12.0,1.0
449,449,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,8.0,10.0,4.0,1.0
450,450,Victory,Jinx,Flash,Heal,Conqueror,Domination,13.0,1.0,6.0,1.0
451,451,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,6.0,8.0,7.0,1.0
452,452,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,10.0,3.0,10.0,1.0
453,453,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,7.0,0.0,1.0
454,454,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6.0,7.0,0.0,1.0
455,455,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7.0,5.0,8.0,1.0
456,456,Victory,Senna,Flash,Heal,Glacial Augment,Domination,7.0,3.0,16.0,1.0
457,457,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14.0,1.0,5.0,1.0
458,458,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,14.0,7.0,12.0,1.0
459,459,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,5.0,3.0,7.0,1.0
460,460,Defeat,Cho'Gath,Flash,Teleport,Grasp of the Undying,Precision,6.0,7.0,4.0,1.0
461,461,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,16.0,3.0,10.0,1.0
462,462,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,6.0,6.0,5.0,1.0
463,463,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19.0,3.0,5.0,1.0
464,464,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,9.0,8.0,4.0,1.0
465,465,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1.0,12.0,2.0,1.0
466,466,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5.0,3.0,2.0,1.0
467,467,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,2.0,4.0,4.0,1.0
468,468,Victory,Rek'Sai,Flash,Smite,Conqueror,Sorcery,8.0,4.0,4.0,1.0
469,469,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,1.0,3.0,10.0,1.0
470,470,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1.0,7.0,0.0,1.0
471,471,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,7.0,8.0,1.0
472,472,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3.0,8.0,3.0,1.0
473,473,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0.0,11.0,5.0,1.0
474,474,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,9.0,1.0,6.0,1.0
475,475,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,6.0,13.0,1.0
476,476,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,6.0,5.0,11.0,1.0
477,477,Defeat,Viego,Flash,Ignite,Conqueror,Domination,2.0,6.0,7.0,1.0
478,478,Defeat,Viego,Flash,Teleport,Conqueror,Domination,9.0,6.0,9.0,1.0
479,479,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,8.0,7.0,5.0,1.0
480,480,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,9.0,6.0,1.0
481,481,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,6.0,4.0,12.0,1.0
482,482,Defeat,Draven,Flash,Cleanse,Hail of Blades,Inspiration,3.0,10.0,2.0,1.0
483,483,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4.0,1.0,4.0,1.0
484,484,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,12.0,6.0,9.0,1.0
485,485,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10.0,5.0,6.0,1.0
486,486,Victory,Nidalee,Flash,Smite,Dark Harvest,Sorcery,7.0,4.0,11.0,1.0
487,487,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,1.0,5.0,2.0,1.0
488,488,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,3.0,0.0,0.0,1.0
489,489,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,5.0,6.0,2.0,1.0
490,490,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2.0,8.0,8.0,1.0
491,491,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,8.0,1.0,1.0
492,492,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11.0,8.0,3.0,1.0
493,493,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,4.0,6.0,13.0,1.0
494,494,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,8.0,5.0,16.0,1.0
495,495,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,4.0,10.0,6.0,1.0
496,496,Victory,Tristana,Flash,Teleport,Hail of Blades,Precision,4.0,3.0,4.0,1.0
497,497,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,7.0,3.0,1.0
498,498,Defeat,Viktor,Flash,Teleport,Phase Rush,Inspiration,0.0,7.0,1.0,1.0
499,499,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,16.0,6.0,11.0,1.0
500,500,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,9.0,8.0,1.0
501,501,Defeat,Jinx,Flash,Heal,Conqueror,Domination,4.0,4.0,5.0,1.0
502,502,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,9.0,8.0,3.0,1.0
503,503,Victory,Draven,Flash,Heal,Hail of Blades,Inspiration,2.0,0.0,6.0,1.0
504,504,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,0.0,4.0,2.0,1.0
505,505,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,5.0,15.0,13.0,1.0
506,506,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,6.0,0.0,1.0,1.0
507,507,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,9.0,2.0,1.0
508,508,Defeat,Draven,Flash,Cleanse,Hail of Blades,Precision,1.0,8.0,1.0,1.0
509,509,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,3.0,8.0,6.0,1.0
510,510,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,3.0,7.0,2.0,1.0
511,511,Defeat,Jhin,Flash,Heal,Fleet Footwork,Sorcery,9.0,5.0,10.0,1.0
512,512,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,3.0,8.0,12.0,1.0
513,513,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,13.0,1.0,3.0,1.0
514,514,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Sorcery,8.0,2.0,8.0,1.0
515,515,Defeat,Sivir,Flash,Heal,Dark Harvest,Sorcery,9.0,6.0,4.0,1.0
516,516,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,3.0,5.0,3.0,1.0
517,517,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,22.0,3.0,5.0,1.0
518,518,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,13.0,7.0,12.0,1.0
519,519,Victory,Draven,Flash,Heal,Hail of Blades,Precision,8.0,5.0,9.0,1.0
520,520,Victory,Draven,Flash,Teleport,Hail of Blades,Precision,4.0,7.0,1.0,1.0
521,521,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8.0,6.0,5.0,1.0
522,522,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,1.0,4.0,1.0,1.0
523,523,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,5.0,2.0,4.0,1.0
524,524,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,5.0,4.0,10.0,1.0
525,525,Defeat,Varus,Flash,Heal,Arcane Comet,Inspiration,4.0,9.0,4.0,1.0
526,526,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,11.0,7.0,11.0,1.0
527,527,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,4.0,4.0,5.0,1.0
528,528,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,5.0,1.0,3.0,1.0
529,529,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,4.0,5.0,6.0,1.0
530,530,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12.0,6.0,5.0,1.0
531,531,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2.0,6.0,3.0,1.0
532,532,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1.0,8.0,4.0,1.0
533,533,Victory,Gangplank,Flash,Teleport,Grasp of the Undying,Inspiration,6.0,11.0,5.0,1.0
534,534,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,6.0,2.0,8.0,1.0
535,535,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5.0,2.0,5.0,1.0
536,536,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,11.0,6.0,7.0,1.0
537,537,Victory,Jhin,Flash,Heal,Fleet Footwork,Sorcery,8.0,3.0,10.0,1.0
538,538,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,1.0,14.0,11.0,1.0
539,539,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,4.0,3.0,2.0,1.0
540,540,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,6.0,8.0,1.0
541,541,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,2.0,3.0,6.0,1.0
542,542,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,13.0,8.0,14.0,1.0
543,543,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,1.0,5.0,5.0,1.0
544,544,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,5.0,2.0,3.0,1.0
545,545,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,9.0,2.0,1.0
